"","Crime.Type","Crime.Solved","Victim.Sex","Victim.Age","Victim.Race","Perpetrator.Sex","Perpetrator.Age","Perpetrator.Race","Relationship","Weapon"
"637289","Murder or Manslaughter","Yes","Female",43,"Black","Male",59,"Black","Girlfriend","Handgun"
"637290","Murder or Manslaughter","Yes","Male",64,"White","Male",30,"White","Stranger","Knife"
"637291","Murder or Manslaughter","No","Male",32,"Black","Unknown",0,"Unknown","Stranger","Handgun"
"637292","Murder or Manslaughter","No","Male",14,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637293","Murder or Manslaughter","Yes","Male",37,"White","Male",21,"White","Friend","Handgun"
"637294","Murder or Manslaughter","Yes","Male",21,"Black","Male",0,"Black","Stranger","Handgun"
"637295","Murder or Manslaughter","Yes","Female",21,"Black","Male",24,"Black","Wife","Handgun"
"637296","Murder or Manslaughter","Yes","Male",36,"White","Male",0,"White","Stranger","Handgun"
"637297","Murder or Manslaughter","Yes","Female",26,"Black","Male",24,"Black","Wife","Handgun"
"637298","Murder or Manslaughter","Yes","Male",17,"Black","Male",0,"Black","Stranger","Handgun"
"637299","Murder or Manslaughter","No","Male",18,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637300","Murder or Manslaughter","No","Male",32,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"637301","Murder or Manslaughter","No","Male",27,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637302","Murder or Manslaughter","No","Female",35,"Black","Unknown",0,"Unknown","Unknown","Blunt Object"
"637303","Murder or Manslaughter","No","Male",50,"Asian/Pacific Islander","Unknown",0,"Unknown","Unknown","Handgun"
"637304","Murder or Manslaughter","No","Male",22,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"637305","Murder or Manslaughter","No","Male",48,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"637306","Murder or Manslaughter","Yes","Male",33,"Black","Male",0,"Unknown","Stranger","Firearm"
"637307","Murder or Manslaughter","Yes","Male",35,"White","Male",17,"White","Stranger","Knife"
"637308","Murder or Manslaughter","Yes","Male",24,"Black","Male",33,"Black","Stranger","Knife"
"637309","Murder or Manslaughter","No","Male",42,"White","Unknown",0,"Unknown","Unknown","Blunt Object"
"637310","Murder or Manslaughter","Yes","Male",20,"Black","Male",17,"White","Stranger","Firearm"
"637311","Murder or Manslaughter","Yes","Male",29,"Black","Male",25,"Black","Stranger","Firearm"
"637312","Murder or Manslaughter","Yes","Male",29,"White","Male",16,"White","Stranger","Knife"
"637313","Murder or Manslaughter","No","Female",24,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637314","Murder or Manslaughter","No","Male",37,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637315","Murder or Manslaughter","Yes","Male",998,"White","Male",51,"White","Stranger","Knife"
"637316","Murder or Manslaughter","Yes","Male",35,"White","Male",35,"Asian/Pacific Islander","Stranger","Knife"
"637317","Murder or Manslaughter","Yes","Male",47,"White","Male",0,"White","Stranger","Firearm"
"637318","Murder or Manslaughter","No","Male",51,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637319","Murder or Manslaughter","Yes","Male",0,"Black","Male",20,"Black","Son","Blunt Object"
"637320","Murder or Manslaughter","Yes","Male",39,"Black","Male",22,"Black","Stranger","Firearm"
"637321","Murder or Manslaughter","Yes","Male",32,"Black","Male",43,"Black","Stranger","Knife"
"637322","Murder or Manslaughter","No","Male",58,"White","Unknown",0,"Unknown","Unknown","Blunt Object"
"637323","Murder or Manslaughter","Yes","Male",44,"Black","Male",36,"Black","Stranger","Firearm"
"637324","Murder or Manslaughter","Yes","Male",39,"White","Male",26,"White","Stranger","Firearm"
"637325","Murder or Manslaughter","No","Female",22,"White","Unknown",0,"Unknown","Unknown","Unknown"
"637326","Murder or Manslaughter","Yes","Male",22,"White","Male",18,"White","Stranger","Firearm"
"637327","Murder or Manslaughter","Yes","Male",52,"White","Male",48,"White","Stranger","Firearm"
"637328","Murder or Manslaughter","Yes","Male",21,"Black","Male",25,"Black","Stranger","Firearm"
"637329","Murder or Manslaughter","Yes","Male",26,"Black","Male",49,"Black","Stranger","Firearm"
"637330","Murder or Manslaughter","Yes","Male",28,"White","Male",0,"Black","Stranger","Firearm"
"637331","Murder or Manslaughter","No","Male",34,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637332","Murder or Manslaughter","Yes","Male",26,"White","Male",18,"White","Stranger","Firearm"
"637333","Murder or Manslaughter","Yes","Male",14,"White","Male",17,"White","Stranger","Knife"
"637334","Murder or Manslaughter","No","Male",33,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637335","Murder or Manslaughter","Yes","Female",56,"White","Male",60,"White","Wife","Firearm"
"637336","Murder or Manslaughter","Yes","Male",26,"Asian/Pacific Islander","Male",25,"Asian/Pacific Islander","Stranger","Knife"
"637337","Murder or Manslaughter","Yes","Male",44,"Black","Male",48,"Black","Brother","Firearm"
"637338","Murder or Manslaughter","Yes","Male",43,"White","Male",26,"Black","Stranger","Blunt Object"
"637339","Murder or Manslaughter","Yes","Male",60,"Black","Male",46,"Black","Stranger","Unknown"
"637340","Murder or Manslaughter","Yes","Male",25,"White","Male",26,"White","Stranger","Knife"
"637341","Murder or Manslaughter","No","Male",58,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"637342","Murder or Manslaughter","Yes","Male",47,"Black","Male",30,"Black","Stranger","Blunt Object"
"637343","Murder or Manslaughter","Yes","Male",36,"Black","Male",32,"Black","Brother","Firearm"
"637344","Murder or Manslaughter","Yes","Male",2,"White","Male",20,"White","Stepson","Blunt Object"
"637345","Murder or Manslaughter","Yes","Female",998,"White","Female",34,"White","Mother","Unknown"
"637346","Murder or Manslaughter","Yes","Male",16,"White","Male",0,"Black","Stranger","Firearm"
"637347","Murder or Manslaughter","No","Male",48,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637348","Murder or Manslaughter","Yes","Male",34,"White","Male",0,"White","Stranger","Firearm"
"637349","Murder or Manslaughter","Yes","Male",36,"Black","Male",30,"Black","Stranger","Firearm"
"637350","Murder or Manslaughter","Yes","Male",32,"White","Male",0,"Asian/Pacific Islander","Stranger","Firearm"
"637351","Murder or Manslaughter","Yes","Male",15,"Black","Male",23,"Black","Stranger","Firearm"
"637352","Murder or Manslaughter","Yes","Female",43,"Black","Male",41,"Black","Common-Law Wife","Firearm"
"637353","Murder or Manslaughter","Yes","Male",36,"White","Male",0,"Unknown","Stranger","Firearm"
"637354","Murder or Manslaughter","No","Female",61,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637355","Murder or Manslaughter","No","Male",30,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"637356","Murder or Manslaughter","Yes","Male",29,"Black","Male",25,"Black","Stranger","Firearm"
"637357","Murder or Manslaughter","Yes","Male",66,"Black","Male",60,"Black","Stranger","Knife"
"637358","Murder or Manslaughter","Yes","Female",43,"White","Male",44,"White","Wife","Firearm"
"637359","Murder or Manslaughter","Yes","Male",24,"Black","Male",25,"Black","Stranger","Blunt Object"
"637360","Murder or Manslaughter","Yes","Female",42,"Asian/Pacific Islander","Male",0,"Asian/Pacific Islander","Unknown","Firearm"
"637361","Murder or Manslaughter","Yes","Female",31,"White","Male",36,"White","Common-Law Wife","Firearm"
"637362","Murder or Manslaughter","Yes","Male",56,"White","Male",57,"White","Stranger","Knife"
"637363","Murder or Manslaughter","Yes","Male",36,"Black","Male",20,"Black","Stranger","Firearm"
"637364","Murder or Manslaughter","No","Male",34,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"637365","Murder or Manslaughter","No","Male",34,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637366","Murder or Manslaughter","No","Male",19,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637367","Murder or Manslaughter","No","Male",51,"White","Unknown",0,"Unknown","Unknown","Blunt Object"
"637368","Murder or Manslaughter","Yes","Male",48,"Black","Male",58,"Black","Stranger","Firearm"
"637369","Murder or Manslaughter","No","Female",36,"Black","Unknown",0,"Unknown","Unknown","Knife"
"637370","Murder or Manslaughter","No","Male",25,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"637371","Murder or Manslaughter","Yes","Male",5,"Asian/Pacific Islander","Female",32,"Asian/Pacific Islander","Son","Blunt Object"
"637372","Murder or Manslaughter","Yes","Male",28,"Black","Male",25,"Black","Stranger","Firearm"
"637373","Murder or Manslaughter","Yes","Male",86,"Black","Male",31,"Black","Stranger","Blunt Object"
"637374","Murder or Manslaughter","Yes","Male",21,"White","Male",0,"Black","Stranger","Firearm"
"637375","Murder or Manslaughter","Yes","Male",22,"Black","Male",41,"Black","Stranger","Firearm"
"637376","Murder or Manslaughter","No","Male",20,"Black","Unknown",0,"Unknown","Unknown","Blunt Object"
"637377","Murder or Manslaughter","Yes","Female",34,"White","Male",29,"White","Wife","Unknown"
"637378","Murder or Manslaughter","Yes","Female",28,"Black","Male",45,"Black","Common-Law Wife","Firearm"
"637379","Murder or Manslaughter","Yes","Male",22,"White","Male",34,"Black","Stranger","Firearm"
"637380","Murder or Manslaughter","Yes","Female",24,"Black","Male",46,"Black","Daughter","Unknown"
"637381","Murder or Manslaughter","Yes","Male",25,"Black","Female",35,"Black","Boyfriend","Knife"
"637382","Murder or Manslaughter","Yes","Male",32,"Black","Male",25,"Unknown","Stranger","Firearm"
"637383","Murder or Manslaughter","No","Male",55,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637384","Murder or Manslaughter","Yes","Male",56,"Black","Male",0,"Black","Stranger","Firearm"
"637385","Murder or Manslaughter","Yes","Male",22,"Black","Male",19,"Black","Stranger","Firearm"
"637386","Murder or Manslaughter","No","Male",23,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637387","Murder or Manslaughter","No","Male",31,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"637388","Murder or Manslaughter","Yes","Female",26,"White","Male",32,"White","Stranger","Firearm"
"637389","Murder or Manslaughter","Yes","Male",20,"Black","Male",0,"Black","Stranger","Firearm"
"637390","Murder or Manslaughter","No","Male",40,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"637391","Murder or Manslaughter","No","Male",25,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637392","Murder or Manslaughter","No","Male",32,"White","Unknown",0,"Unknown","Unknown","Knife"
"637393","Murder or Manslaughter","No","Male",25,"White","Unknown",0,"Unknown","Unknown","Unknown"
"637394","Murder or Manslaughter","Yes","Male",36,"Black","Male",62,"Black","Family","Firearm"
"637395","Murder or Manslaughter","No","Male",27,"White","Unknown",0,"Unknown","Unknown","Unknown"
"637396","Murder or Manslaughter","Yes","Male",27,"Black","Male",20,"Black","Stranger","Firearm"
"637397","Murder or Manslaughter","Yes","Female",50,"White","Male",30,"Black","Stranger","Firearm"
"637398","Murder or Manslaughter","Yes","Female",22,"Black","Male",20,"Black","Common-Law Wife","Firearm"
"637399","Murder or Manslaughter","Yes","Female",27,"Black","Male",38,"Black","Wife","Knife"
"637400","Murder or Manslaughter","Yes","Male",35,"Black","Male",34,"Black","Stranger","Firearm"
"637401","Murder or Manslaughter","Yes","Male",45,"Black","Male",35,"Black","Acquaintance","Firearm"
"637402","Murder or Manslaughter","No","Male",24,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637403","Murder or Manslaughter","Yes","Male",18,"Black","Male",24,"White","Stranger","Firearm"
"637404","Murder or Manslaughter","No","Female",26,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637405","Murder or Manslaughter","Yes","Male",40,"Black","Female",35,"Black","Husband","Unknown"
"637406","Murder or Manslaughter","No","Male",34,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637407","Murder or Manslaughter","No","Female",54,"Black","Unknown",0,"Unknown","Unknown","Unknown"
"637408","Murder or Manslaughter","No","Male",33,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637409","Murder or Manslaughter","No","Male",34,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637410","Murder or Manslaughter","No","Male",26,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"637411","Murder or Manslaughter","No","Male",35,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"637412","Murder or Manslaughter","No","Male",33,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637413","Murder or Manslaughter","No","Male",28,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"637414","Murder or Manslaughter","No","Male",49,"White","Unknown",0,"Unknown","Unknown","Unknown"
"637415","Murder or Manslaughter","Yes","Male",49,"White","Male",18,"White","Stranger","Firearm"
"637416","Murder or Manslaughter","Yes","Male",56,"Black","Male",0,"Black","Stranger","Firearm"
"637417","Murder or Manslaughter","Yes","Male",998,"Black","Male",0,"Black","Stranger","Firearm"
"637418","Murder or Manslaughter","No","Male",42,"Black","Unknown",0,"Unknown","Unknown","Knife"
"637419","Murder or Manslaughter","Yes","Female",40,"White","Male",39,"White","Wife","Firearm"
"637420","Murder or Manslaughter","No","Male",16,"Black","Unknown",0,"Unknown","Unknown","Knife"
"637421","Murder or Manslaughter","No","Male",19,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"637422","Murder or Manslaughter","No","Male",21,"Asian/Pacific Islander","Unknown",0,"Unknown","Unknown","Firearm"
"637423","Murder or Manslaughter","Yes","Male",57,"White","Male",23,"Black","Stranger","Firearm"
"637424","Murder or Manslaughter","Yes","Male",24,"Black","Male",23,"Black","Stranger","Firearm"
"637425","Murder or Manslaughter","No","Male",17,"White","Unknown",0,"Unknown","Unknown","Unknown"
"637426","Murder or Manslaughter","No","Male",55,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637427","Murder or Manslaughter","Yes","Female",26,"Black","Male",44,"Black","Wife","Firearm"
"637428","Murder or Manslaughter","Yes","Male",35,"Black","Male",62,"Asian/Pacific Islander","Stranger","Firearm"
"637429","Murder or Manslaughter","Yes","Female",41,"White","Male",44,"White","Daughter","Handgun"
"637430","Murder or Manslaughter","No","Male",20,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637431","Murder or Manslaughter","Yes","Male",17,"White","Male",0,"Unknown","Unknown","Handgun"
"637432","Murder or Manslaughter","No","Male",18,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"637433","Murder or Manslaughter","Yes","Female",34,"White","Male",40,"Black","Unknown","Handgun"
"637434","Murder or Manslaughter","Yes","Male",38,"Black","Male",28,"Black","Unknown","Handgun"
"637435","Murder or Manslaughter","Yes","Male",48,"White","Male",24,"Black","Stranger","Handgun"
"637436","Murder or Manslaughter","Yes","Male",28,"White","Male",28,"White","Acquaintance","Blunt Object"
"637437","Murder or Manslaughter","No","Female",90,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"637438","Murder or Manslaughter","No","Male",55,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637439","Murder or Manslaughter","Yes","Male",38,"White","Male",36,"White","Acquaintance","Handgun"
"637440","Murder or Manslaughter","Yes","Male",23,"White","Male",21,"White","Acquaintance","Handgun"
"637441","Murder or Manslaughter","Yes","Male",39,"White","Male",25,"White","Boyfriend/Girlfriend","Handgun"
"637442","Murder or Manslaughter","Yes","Male",28,"White","Male",24,"White","Acquaintance","Handgun"
"637443","Murder or Manslaughter","Yes","Male",36,"White","Male",30,"White","Stranger","Blunt Object"
"637444","Murder or Manslaughter","Yes","Male",38,"Black","Male",32,"Black","Acquaintance","Handgun"
"637445","Murder or Manslaughter","Yes","Male",20,"White","Male",23,"White","Acquaintance","Handgun"
"637446","Murder or Manslaughter","No","Male",33,"White","Unknown",0,"Unknown","Unknown","Blunt Object"
"637447","Murder or Manslaughter","Yes","Male",30,"Black","Male",0,"White","Unknown","Knife"
"637448","Murder or Manslaughter","Yes","Male",29,"White","Male",0,"White","Unknown","Handgun"
"637449","Murder or Manslaughter","Yes","Male",47,"White","Male",54,"White","Unknown","Unknown"
"637450","Murder or Manslaughter","Yes","Male",54,"White","Male",60,"White","Unknown","Handgun"
"637451","Murder or Manslaughter","Yes","Male",17,"White","Male",22,"White","Acquaintance","Handgun"
"637452","Murder or Manslaughter","Yes","Male",20,"Black","Male",21,"White","Stranger","Handgun"
"637453","Murder or Manslaughter","Yes","Male",59,"White","Male",31,"White","Acquaintance","Knife"
"637454","Murder or Manslaughter","Yes","Male",22,"Black","Male",0,"White","Stranger","Handgun"
"637455","Murder or Manslaughter","Yes","Male",24,"White","Male",0,"Unknown","Unknown","Knife"
"637456","Murder or Manslaughter","Yes","Male",64,"White","Male",0,"Black","Unknown","Blunt Object"
"637457","Murder or Manslaughter","Yes","Male",22,"White","Male",30,"Black","Acquaintance","Handgun"
"637458","Murder or Manslaughter","Yes","Male",4,"White","Female",27,"White","Son","Handgun"
"637459","Murder or Manslaughter","Yes","Male",44,"Black","Male",0,"White","Stranger","Handgun"
"637460","Murder or Manslaughter","Yes","Male",32,"White","Male",25,"White","Stranger","Handgun"
"637461","Murder or Manslaughter","Yes","Male",25,"White","Male",18,"Black","Stranger","Handgun"
"637462","Murder or Manslaughter","Yes","Male",23,"Black","Male",26,"White","Neighbor","Handgun"
"637463","Murder or Manslaughter","Yes","Male",46,"White","Male",26,"White","Father","Knife"
"637464","Murder or Manslaughter","Yes","Female",84,"White","Female",44,"White","Mother","Blunt Object"
"637465","Murder or Manslaughter","Yes","Female",30,"White","Male",34,"White","Wife","Blunt Object"
"637466","Murder or Manslaughter","Yes","Male",30,"White","Male",26,"White","Stranger","Handgun"
"637467","Manslaughter by Negligence","Yes","Female",83,"White","Female",33,"White","Neighbor","Unknown"
"637468","Murder or Manslaughter","Yes","Male",29,"White","Male",0,"White","Acquaintance","Shotgun"
"637469","Murder or Manslaughter","No","Male",24,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637470","Murder or Manslaughter","Yes","Male",26,"White","Male",39,"White","Stranger","Handgun"
"637471","Murder or Manslaughter","Yes","Male",22,"White","Female",19,"White","Brother","Fire"
"637472","Murder or Manslaughter","Yes","Female",16,"Black","Male",0,"Black","Unknown","Handgun"
"637473","Murder or Manslaughter","Yes","Male",50,"White","Male",27,"White","Stranger","Handgun"
"637474","Murder or Manslaughter","Yes","Male",38,"White","Male",0,"Unknown","Unknown","Handgun"
"637475","Murder or Manslaughter","Yes","Male",67,"Black","Male",28,"White","Acquaintance","Handgun"
"637476","Murder or Manslaughter","Yes","Male",29,"White","Male",27,"Black","Acquaintance","Strangulation"
"637477","Murder or Manslaughter","Yes","Female",44,"White","Male",22,"White","Stranger","Handgun"
"637478","Murder or Manslaughter","Yes","Male",57,"White","Male",29,"White","Unknown","Blunt Object"
"637479","Murder or Manslaughter","Yes","Male",44,"White","Male",28,"White","Acquaintance","Blunt Object"
"637480","Murder or Manslaughter","Yes","Female",1,"White","Male",21,"White","Daughter","Drowning"
"637481","Murder or Manslaughter","No","Male",32,"Black","Unknown",0,"Unknown","Unknown","Rifle"
"637482","Murder or Manslaughter","Yes","Male",21,"White","Male",26,"Black","Stranger","Handgun"
"637483","Murder or Manslaughter","Yes","Male",36,"Black","Male",51,"Black","Acquaintance","Knife"
"637484","Murder or Manslaughter","No","Male",26,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637485","Murder or Manslaughter","Yes","Male",19,"White","Male",21,"White","Stranger","Handgun"
"637486","Murder or Manslaughter","Yes","Male",22,"White","Male",48,"White","Boyfriend/Girlfriend","Suffocation"
"637487","Murder or Manslaughter","Yes","Male",39,"White","Male",40,"White","Acquaintance","Handgun"
"637488","Murder or Manslaughter","Yes","Male",44,"White","Male",34,"White","Stranger","Handgun"
"637489","Murder or Manslaughter","Yes","Male",20,"White","Male",20,"White","Stranger","Handgun"
"637490","Murder or Manslaughter","Yes","Male",46,"White","Male",35,"Black","Stranger","Unknown"
"637491","Murder or Manslaughter","Yes","Male",56,"White","Male",25,"White","Father","Handgun"
"637492","Murder or Manslaughter","Yes","Female",13,"White","Male",44,"White","Daughter","Handgun"
"637493","Murder or Manslaughter","Yes","Male",56,"White","Male",21,"Black","Stranger","Blunt Object"
"637494","Murder or Manslaughter","Yes","Female",33,"White","Male",32,"Black","Wife","Strangulation"
"637495","Murder or Manslaughter","Yes","Male",34,"White","Male",25,"Black","Stranger","Handgun"
"637496","Murder or Manslaughter","Yes","Male",23,"Black","Male",20,"Black","Acquaintance","Handgun"
"637497","Murder or Manslaughter","Yes","Female",37,"White","Female",61,"White","Daughter","Handgun"
"637498","Murder or Manslaughter","Yes","Male",50,"White","Male",27,"White","Stranger","Handgun"
"637499","Murder or Manslaughter","Yes","Male",55,"Black","Male",68,"Black","Unknown","Shotgun"
"637500","Murder or Manslaughter","Yes","Male",33,"White","Male",42,"White","Stranger","Handgun"
"637501","Murder or Manslaughter","Yes","Male",34,"White","Male",19,"White","Stranger","Handgun"
"637502","Murder or Manslaughter","Yes","Male",33,"White","Male",26,"White","Acquaintance","Handgun"
"637503","Murder or Manslaughter","No","Male",45,"White","Unknown",0,"Unknown","Unknown","Knife"
"637504","Murder or Manslaughter","No","Male",18,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"637505","Murder or Manslaughter","Yes","Male",31,"White","Male",0,"White","Stranger","Handgun"
"637506","Murder or Manslaughter","No","Male",23,"White","Unknown",0,"Unknown","Stranger","Handgun"
"637507","Murder or Manslaughter","Yes","Male",43,"White","Male",0,"Unknown","Unknown","Handgun"
"637508","Murder or Manslaughter","No","Female",21,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637509","Murder or Manslaughter","Yes","Male",19,"White","Male",18,"White","Acquaintance","Handgun"
"637510","Murder or Manslaughter","Yes","Male",48,"Black","Male",32,"Black","Father","Handgun"
"637511","Murder or Manslaughter","Yes","Male",19,"White","Male",0,"Unknown","Unknown","Firearm"
"637512","Murder or Manslaughter","Yes","Male",23,"White","Male",22,"White","Acquaintance","Rifle"
"637513","Manslaughter by Negligence","Yes","Male",12,"White","Male",14,"White","Family","Handgun"
"637514","Murder or Manslaughter","No","Female",29,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"637515","Murder or Manslaughter","Yes","Male",18,"White","Male",22,"White","Stranger","Handgun"
"637516","Murder or Manslaughter","Yes","Male",29,"White","Male",25,"White","Acquaintance","Handgun"
"637517","Murder or Manslaughter","Yes","Male",16,"White","Male",18,"White","Acquaintance","Rifle"
"637518","Murder or Manslaughter","Yes","Male",31,"White","Male",0,"Unknown","Unknown","Handgun"
"637519","Murder or Manslaughter","Yes","Male",51,"Black","Female",0,"Black","Stranger","Handgun"
"637520","Murder or Manslaughter","Yes","Male",30,"White","Male",39,"White","Acquaintance","Handgun"
"637521","Murder or Manslaughter","Yes","Male",35,"White","Male",28,"White","Acquaintance","Blunt Object"
"637522","Murder or Manslaughter","Yes","Male",19,"Black","Male",23,"White","Acquaintance","Shotgun"
"637523","Murder or Manslaughter","Yes","Male",23,"Black","Male",0,"Black","Unknown","Handgun"
"637524","Murder or Manslaughter","Yes","Male",45,"White","Male",0,"Unknown","Unknown","Handgun"
"637525","Murder or Manslaughter","No","Male",42,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637526","Murder or Manslaughter","Yes","Male",36,"Black","Male",22,"Black","Acquaintance","Knife"
"637527","Manslaughter by Negligence","Yes","Male",19,"White","Female",26,"White","Boyfriend","Unknown"
"637528","Murder or Manslaughter","Yes","Male",46,"White","Male",31,"Black","Acquaintance","Handgun"
"637529","Murder or Manslaughter","Yes","Male",23,"White","Male",21,"White","Stranger","Handgun"
"637530","Murder or Manslaughter","Yes","Male",21,"Black","Male",20,"White","Acquaintance","Handgun"
"637531","Murder or Manslaughter","Yes","Male",30,"Black","Male",23,"Black","Acquaintance","Handgun"
"637532","Murder or Manslaughter","Yes","Male",27,"White","Male",28,"White","Acquaintance","Blunt Object"
"637533","Murder or Manslaughter","No","Male",29,"White","Unknown",0,"Unknown","Acquaintance","Handgun"
"637534","Murder or Manslaughter","Yes","Male",55,"Black","Male",79,"Black","Acquaintance","Handgun"
"637535","Murder or Manslaughter","No","Male",25,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"637536","Murder or Manslaughter","No","Male",32,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637537","Murder or Manslaughter","Yes","Male",18,"White","Male",0,"Unknown","Unknown","Handgun"
"637538","Murder or Manslaughter","No","Male",73,"White","Unknown",0,"Unknown","Unknown","Blunt Object"
"637539","Murder or Manslaughter","Yes","Male",43,"White","Male",31,"White","Stranger","Handgun"
"637540","Murder or Manslaughter","No","Male",34,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637541","Murder or Manslaughter","Yes","Male",33,"White","Male",40,"Black","Unknown","Handgun"
"637542","Murder or Manslaughter","No","Male",19,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637543","Murder or Manslaughter","Yes","Male",17,"Black","Male",28,"Black","Unknown","Handgun"
"637544","Murder or Manslaughter","Yes","Male",50,"White","Male",24,"Black","Stranger","Handgun"
"637545","Murder or Manslaughter","Yes","Male",38,"White","Male",48,"White","Acquaintance","Unknown"
"637546","Murder or Manslaughter","Yes","Male",48,"White","Female",32,"White","Stranger","Handgun"
"637547","Murder or Manslaughter","Yes","Male",2,"White","Male",39,"White","Son","Blunt Object"
"637548","Murder or Manslaughter","No","Female",15,"White","Unknown",0,"Unknown","Unknown","Strangulation"
"637549","Murder or Manslaughter","No","Male",47,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"637550","Murder or Manslaughter","Yes","Female",28,"White","Male",31,"White","Girlfriend","Handgun"
"637551","Murder or Manslaughter","Yes","Female",44,"White","Male",43,"White","Girlfriend","Handgun"
"637552","Murder or Manslaughter","Yes","Male",38,"White","Male",19,"White","Stranger","Handgun"
"637553","Murder or Manslaughter","Yes","Male",45,"Unknown","Female",44,"White","Husband","Knife"
"637554","Murder or Manslaughter","Yes","Female",19,"White","Male",23,"White","Acquaintance","Rifle"
"637555","Murder or Manslaughter","Yes","Male",25,"White","Male",23,"White","Acquaintance","Rifle"
"637556","Murder or Manslaughter","Yes","Male",32,"White","Male",38,"White","Acquaintance","Blunt Object"
"637557","Murder or Manslaughter","Yes","Male",27,"White","Male",37,"White","Stranger","Unknown"
"637558","Murder or Manslaughter","Yes","Female",1,"Unknown","Female",25,"White","Daughter","Drugs"
"637559","Murder or Manslaughter","Yes","Female",36,"White","Male",45,"White","Wife","Knife"
"637560","Murder or Manslaughter","Yes","Female",7,"White","Female",32,"White","Daughter","Handgun"
"637561","Murder or Manslaughter","Yes","Female",13,"White","Female",32,"White","Daughter","Handgun"
"637562","Murder or Manslaughter","No","Female",34,"White","Unknown",0,"Unknown","Unknown","Unknown"
"637563","Murder or Manslaughter","Yes","Female",57,"White","Male",83,"White","Stepdaughter","Shotgun"
"637564","Murder or Manslaughter","Yes","Male",45,"Native American/Alaska Native","Female",18,"Native American/Alaska Native","Stepfather","Rifle"
"637565","Murder or Manslaughter","Yes","Male",40,"White","Male",18,"White","Unknown","Handgun"
"637566","Murder or Manslaughter","Yes","Male",49,"White","Male",31,"Black","Unknown","Handgun"
"637567","Murder or Manslaughter","Yes","Male",70,"White","Male",29,"White","Father","Blunt Object"
"637568","Murder or Manslaughter","Yes","Male",25,"Black","Male",25,"Unknown","Unknown","Blunt Object"
"637569","Murder or Manslaughter","Yes","Female",74,"White","Male",51,"White","Mother","Rifle"
"637570","Murder or Manslaughter","Yes","Female",85,"White","Male",49,"White","Stranger","Blunt Object"
"637571","Murder or Manslaughter","Yes","Male",34,"White","Male",33,"White","Stranger","Firearm"
"637572","Murder or Manslaughter","Yes","Male",33,"White","Male",30,"White","Stranger","Knife"
"637573","Murder or Manslaughter","Yes","Female",34,"White","Male",35,"White","Acquaintance","Unknown"
"637574","Murder or Manslaughter","Yes","Male",18,"White","Male",33,"White","Unknown","Firearm"
"637575","Murder or Manslaughter","Yes","Male",18,"White","Male",23,"White","Unknown","Firearm"
